Price,SquareFootage,Bedrooms,Bathrooms,Location,PropertyType,PricePerSqFt
2247036.0443511372,-50324.67042619367,-105865.75870566005,148169.34024625988,Brisbane,Apartment,-43.625039663097894
468301.69755594706,116623.93544571714,-73444.15767980489,-81022.24370143807,Melbourne,House,4.61729246531977
2977055.91160642,15672.51059455279,5850.871844599989,-114296.0297830623,Sydney,Apartment,185.77842004406497
2922394.56339475,79008.4603742452,115889.5579007404,-82067.23183517104,Perth,Apartment,36.73697499266068
1994514.6436636222,-92419.83088473107,-3118.917037477642,-84839.86341908146,Sydney,House,-21.193505755584095
14965998.711953104,31530.867344288516,170035.73745763805,107158.31522348858,Singapore,Apartment,476.3500179859082
910725.8008511381,216525.472330546,-30757.823495300054,21917.032766393877,Melbourne,Apartment,4.454664884146452
636835.7840466066,137637.6419148185,-64581.41791245353,-79916.20066502536,Brisbane,House,4.9529354499651665
2191237.101853107,-27149.30818293042,-24313.397937501806,-29980.819627488057,Melbourne,House,-79.42334524039705
,-14301.867071551782,-79226.99209999613,-30793.152963904027,Adelaide,House,-44.22374850348376
1962094.2242435275,-53662.27031489786,-54801.87949250771,83336.39117803071,Brisbane,House,-36.13735428174847
2069472.8147619122,55554.00858523584,23427.445435314796,-24849.861807444937,Melbourne,House,37.39632120724415
1045889.8148595961,-289425.53781936894,208857.47047807276,-13956.962815517376,Sydney,House,-3.4544325926412998
804820.825109021,-77630.47254023126,19604.525509768155,-97835.27776150321,Adelaide,Apartment,-10.898092002861631
943534.8025355845,45875.321915378394,56996.72802322037,44772.85600173148,Adelaide,Apartment,20.365470924893547
728105.2350594129,-31440.844969480193,121329.76999791834,14173.691363990474,Adelaide,House,-25.15100100841265
3173424.142594406,65439.1251305798,-31496.924464034557,75897.92204932672,Singapore,House,47.301979819758245
947069.0092110452,-14696.93097672969,50298.44268951942,179640.08229269637,Singapore,Apartment,-72.35643864302097
1959473.0119776549,95780.0558237753,87629.67925297942,147270.0675750982,Adelaide,Apartment,19.952754263302328
14810137.511624012,21729.370737293855,160.54753622242367,-81704.86310681906,Perth,House,681.5953721055208
14937155.842493705,-137704.46031537748,30421.859560487574,72160.25051261435,Singapore,House,-108.35815602895346
1770425.2267643611,-282965.559811057,-45090.88584089988,55177.07999109204,Perth,Apartment,-6.5310612135495
2848569.2460358227,135687.23741654132,-11423.984525261789,123782.63119734617,Adelaide,House,20.8471084012657
748250.1492205302,42103.24439070278,-88734.21778021,-43742.830032341044,Perth,Apartment,16.338531509726714
1398700.5311237846,-147744.4223139724,125943.3239786799,114648.08704007276,Adelaide,Apartment,-9.68133925334119
1007004.0305913573,184870.73257360337,58412.81853259639,-35927.20907870596,Singapore,Apartment,5.237114255373883
722798.3815905952,-20772.187374452777,-168328.81922209501,-80584.00664961887,Singapore,Apartment,-30.992556813441016
726166.2324452845,205899.54697116988,2094.3707675407886,-72797.29412291342,Perth,Apartment,3.7004230330200945
847331.0678520026,-2136.8062298882123,-99915.22322949108,-50474.49212282174,Singapore,House,-388.28951500179636
629127.2457078858,104140.46873960765,-60546.55397368641,182603.9713546936,Sydney,House,6.0792190950954
730406.8565052075,-24551.863555150474,-7423.342910004629,62069.2097550678,Perth,Apartment,-33.695457803404324
810788.4663669636,71499.8430172388,-24012.539815813485,-37480.08075495972,Adelaide,House,10.87816680832822
539402.2747233239,23986.898273478513,97534.76297824296,50112.4169939845,Brisbane,House,25.31651569358487
799210.9275733442,107400.73373098022,-36480.272954288535,-83917.96673390064,Perth,House,7.018849701652623
1312096.366632958,-53331.6712567659,51169.95753618613,193519.4040060229,Melbourne,Apartment,-23.431103681713317
14958658.510434767,5377.368718096008,746.3158628176452,-66028.11394734471,Singapore,House,2798.7789867359097
566336.6857248315,43342.254467394065,80055.95252276825,75432.13298135746,Melbourne,Apartment,14.67048376443015
15012514.860523343,46606.08932518965,78379.05092825954,-25149.88860444957,Sydney,Apartment,320.84991017873205
651351.4666728339,-1295.2270878279103,54643.424800369954,645.2269810937817,Melbourne,House,-503.86227359353825
1936861.6309834055,-23899.744587077905,-6151.419986012893,47947.15180860639,Adelaide,House,-82.61100940040879
1017597.9472383106,-124911.35763853032,92422.7019206901,-18488.213644298903,Perth,House,-7.466200991290296
743875.8879597946,117497.3857485325,18117.155870370694,-129680.19479558466,Perth,House,6.521746181712914
857425.0558477713,22578.79516388985,-1622.2896072752073,118841.3273448084,Brisbane,Apartment,37.567942130630904
1871948.6845318824,11190.847183297006,132889.08282482313,31321.447386498,Perth,House,167.65999083413155
889998.1213699754,49445.12640081488,28936.86439078181,245532.01399108942,Sydney,Apartment,18.53863641465378
3135863.690715271,-70466.94656187808,44411.942814622846,77464.40534293368,Sydney,House,-44.37103163215775
833396.6053839629,7800.53914124115,53895.59924463692,-92065.35930793663,Singapore,House,122.5341830795671
1073281.1138223987,-71710.94514491862,205001.2095785926,72.2818957482628,Melbourne,House,-15.584879672750944
1827233.3807371703,-49723.017615163066,-52599.78565174211,138836.77782084479,Singapore,Apartment,-34.69720058183598
898752.5823744443,32178.193414253703,-159279.37335316694,44049.4737960399,Adelaide,House,26.100384965454634
988285.8981734258,18683.61236948739,-85815.77801812133,70032.98794089911,Melbourne,House,50.81093373776386
15025699.621768087,-75449.53347000695,-23000.071420576733,-92419.31442683043,Melbourne,Apartment,-198.85185513446987
15105884.018048424,103458.05856240573,-65743.4553852137,85456.52270666158,Perth,House,145.48000820809887
676948.9771364753,216650.2344901084,-64336.8230380143,92787.01280812372,Singapore,Apartment,3.441439973341926
1889784.7205320145,76042.18499236196,68575.77387902042,184863.88332964113,Perth,Apartment,25.339939569358773
3141759.1139652063,-40507.53730215514,-203782.45351778538,-100807.6310917404,Adelaide,Apartment,-77.02569941348652
2142009.4258353794,61496.87940136023,-101643.31285764973,-24405.04736742013,Singapore,House,33.752588557408764
3089264.2951140567,-112670.68546576181,53010.41779152828,144157.86206579005,Adelaide,Apartment,-27.36798128510139
916687.2834889928,137770.68133116196,-14985.558703252716,12559.64534715426,Singapore,House,6.316609900274645
796637.6308551327,225443.5805344309,98196.54869915942,-32481.138350862246,Sydney,House,3.686886818918691
14847267.322152393,164667.29532559635,-90022.07346478687,63843.192560838295,Singapore,Apartment,90.37045748087971
2139955.1968125678,-31874.27661179117,183280.70434792017,81418.17621182666,Sydney,Apartment,-68.20186577602684
645252.0429699959,113527.00968670646,59370.67222808619,-294035.863466428,Singapore,House,5.994249067624448
3167963.6220435277,-22277.630048653566,6782.8204687923835,-142473.81862134568,Perth,House,-141.24325029279
,8968.716140335904,-92502.46260595873,25542.37556743171,Singapore,House,1661.175375789377
15022349.173656609,67274.16555925127,-109130.08761393144,-38705.9702474401,Perth,House,222.95988769873986
1131730.639050887,27129.4752580734,-4469.303012253698,18254.10305992134,Sydney,Apartment,42.75829453950391
1344058.3809691512,164261.4563488287,315225.6734512085,-112345.40332395979,Brisbane,Apartment,8.13493509051537
2981848.3501660977,-90456.36620415979,-57647.13305683327,75540.1225825756,Brisbane,Apartment,-32.901003215144605
2007879.8063582252,-30530.847113888398,-83833.5798447231,-88665.09222834575,Adelaide,House,-66.8458599644225
1288043.0507367565,-14971.443357722914,53355.92447054494,83950.85045184047,Adelaide,House,-88.6714154460665
14958705.21242805,172337.79062072968,199291.53531681185,-76661.6587783348,Melbourne,House,86.68681351962928
1819536.779268104,-85788.50107795019,-41335.55334216442,188771.765734019,Brisbane,House,-21.089297766939023
729024.6559604119,-74571.16791478235,-242409.02602729417,88407.53963610498,Adelaide,Apartment,-9.358352431366681
829293.622302714,-242187.93266289568,-158370.28234857233,76043.46561442973,Perth,Apartment,-3.529363988852641
15008091.450325476,5488.770185601807,17374.16643704082,24399.319790850026,Perth,House,2735.8544038726586
2070696.4124048727,15947.296096843422,-58628.12695639356,22424.6404290793,Melbourne,Apartment,129.2395654061303
807047.3351946983,175157.67431869393,-124366.32353912851,-69288.51977959073,Brisbane,Apartment,4.337460381197506
1309296.139906884,7915.649621771674,-59361.14080687051,-16559.14103176322,Brisbane,House,157.00943430077623
2001371.3669144318,-89414.22273152081,84223.3695452127,-36917.720044744616,Adelaide,Apartment,-22.24403906206654
14966306.6629796,-29972.602877666464,-134547.09234732148,-81921.78597214978,Melbourne,House,-498.26130923785774
1938128.6483340235,287090.30556667683,-166834.92588781953,105875.8529883879,Perth,House,6.970802891586787
14963324.217417255,50174.30890913943,66632.42520544614,42162.66106144557,Singapore,House,299.41632286603647
1398716.5829786363,-174563.65098282616,43497.006455689116,47547.06825266235,Sydney,Apartment,-7.855037521738649
1821467.7356654215,241417.66755784213,151664.40552535732,60214.83203924836,Brisbane,Apartment,7.8162449609471905
914620.6651163545,-111766.98946261438,-129448.14757209056,116084.67873785192,Singapore,House,-7.728184413060618
3051378.886715245,-61969.95198205939,,-49299.09346588331,Melbourne,House,-48.86399117511262
631536.3837992578,160014.7170504717,56106.94479412387,-29545.031802916037,Perth,Apartment,4.212864954919486
15191835.293003058,10835.593752321292,-89838.40483231282,-133027.36257389898,Perth,House,1399.2515411763927
933619.0166132513,144211.72154494727,-67619.23020592697,180096.04329108156,Singapore,House,6.1785992222107
888433.1565986734,75309.94545073101,-206488.30462563207,2849.758118315888,Sydney,House,13.311007156871547
1275734.367211808,-123705.27025266424,209604.3501809159,159448.23917491967,Singapore,Apartment,-9.616864949578412
690845.6084403606,2034.9622944847663,70836.44232565573,23324.613126350177,Brisbane,Apartment,339.14200211081123
777403.7072570302,94902.64621228579,-77272.76678236091,40708.228712453514,Brisbane,House,8.560470170466429
883107.0523422976,28099.416222380198,-83514.70532597574,214516.91277733882,Melbourne,House,29.632321575152012
2056645.0208793161,-185540.14513982873,60349.750057139376,29818.846599052566,Brisbane,House,-10.902759819021458
15071914.449874971,-221530.0372747535,-22939.96305751938,-85136.64342603135,Singapore,Apartment,-67.74968074426346
2885503.057781941,24668.72114919123,24526.65711087228,-50693.31753711298,Perth,House,118.27844430188539
1816228.4338645563,-211820.01526350662,-60661.51778571752,45771.65860535519,Brisbane,Apartment,-8.385311815117744
2130390.8449669466,-54704.02745955349,-11651.591579524664,-63552.784140440344,Perth,House,-38.23373021488111
15006532.823309163,47035.83744463342,98773.45165891018,-7591.102364252276,Brisbane,House,318.4082356717572
15015221.943979787,155302.01514951873,-123870.70756539008,-146748.526575244,Brisbane,Apartment,96.65158314317414
3123724.5993038793,131014.2754282428,-160718.32345612274,18464.385853230422,Singapore,Apartment,23.071882690493425
15041253.478939664,-27576.01684958344,79077.18960517114,34009.129456889044,Adelaide,Apartment,-542.9393152982856
718636.8451153473,-23975.765461854244,67272.3701202731,189991.1934895215,Sydney,Apartment,-30.905451876886396
2152034.354638024,,-110341.98285303693,-33075.92243275574,Brisbane,Apartment,39.9861244091128
14834995.229026334,329.14054233540827,-125000.77339697175,60455.53263553668,Melbourne,House,45478.12338989812
3143261.032637082,96227.08260852068,215348.24575115563,-76733.75628880494,Sydney,Apartment,32.684295060411735
1962439.7807429747,-22802.462518025084,117997.52083607101,19413.76309533577,Perth,House,-84.5613981122001
1244930.764476834,,35586.89485632294,19161.739619408963,Singapore,Apartment,139.2094912869793
682231.0052406702,-145605.14994649307,-30905.907704986344,-75212.64055905832,Perth,Apartment,-4.864140969970606
1135791.220268829,195525.9137526568,-52567.96758952039,17779.010626803134,Perth,House,5.774671410896852
1175356.7889688006,123222.21756507877,-59677.42867210739,-239026.4367469438,Brisbane,Apartment,10.046202189299327
15005772.170280995,6202.273480839523,84883.08822052846,-224684.93339846053,Perth,Apartment,2417.777563049197
15071005.434171526,-13337.178839939665,39086.48499288896,-10318.175293249624,Perth,House,-1131.0555236046487
502002.48750723276,-97011.40385106516,120056.39079444254,-65686.42789713957,Perth,House,-5.827019799804945
14982386.857076485,-199986.23644067533,63581.80302092264,-123921.83948534726,Adelaide,Apartment,-74.8728951670169
1073606.9021030164,43832.366967403206,3820.3478168200286,12005.13267182613,Melbourne,Apartment,24.4740220807114
2941636.361057265,-103224.23224193741,-55334.9305347182,-119786.78925888485,Melbourne,Apartment,-28.95925597197194
804177.7695051793,108154.80657146485,-44717.18956587511,128104.63617351127,Adelaide,House,8.204256525903345
1104378.638240718,-17950.316213566715,-217686.50464428548,17851.666388538975,Singapore,House,-61.30728499272473
719870.0215218212,260318.3114180395,56565.96456315442,-176073.27591558176,Perth,Apartment,2.7814997493053037
14888692.15044943,-134867.02858435345,-152195.9186217891,111272.83749899252,Singapore,House,-110.45741131505933
2900884.694794877,-28869.374979327677,-60140.66122293969,185228.81845089377,Singapore,House,-101.83580812238928
1269062.0727736289,4144.704824073949,-143570.95238685273,-131577.58164275068,Brisbane,House,299.75757958335095
891758.5703563594,61793.56069442638,59330.12579683837,-30952.643931399027,Melbourne,House,12.81514867149316
691335.3085745967,-42611.51609659125,150095.9790634311,85024.1742113493,Singapore,Apartment,-17.46809027979104
1848042.1118625496,-139461.81851129912,-58334.93263460049,103840.88510193166,Sydney,Apartment,-13.41789217376342
1278744.4282792148,145461.67454861794,-91612.09190734198,-83688.07037962798,Sydney,Apartment,8.981865502550356
781551.120249259,-80167.89506803449,149283.85689595217,-27109.360104256877,Adelaide,Apartment,-9.871264075871501
729159.3484544334,259106.36420186135,57978.317321357565,32582.631658216647,Brisbane,Apartment,3.159855249709816
14915184.911582382,87838.91807127272,26296.13290019253,19362.99113675446,Melbourne,House,170.22497818692548
1957115.2091455888,77442.0154836675,44155.71516992458,-73312.61971099966,Adelaide,House,25.602637197355854
1182005.4844878623,204407.6040143744,27755.846196467588,-2223.897918371332,Perth,Apartment,5.921226946360061
3007761.0439326926,33666.21052869484,103783.99442578995,-51000.63988547472,Melbourne,Apartment,90.53284984292526
15083773.997550065,-114426.32887526182,81917.76437548606,153797.1918412553,Singapore,House,-131.79781090320023
771552.9734777239,-27978.46088605074,-134425.05110342772,-91863.19464841983,Adelaide,House,-30.66577971478693
2133382.4610736305,47766.774649538165,-215.3840918853844,-58924.16517893062,Adelaide,House,44.18108088342595
14925342.92991283,-31371.509675623405,128204.37950037686,55773.106072512455,Melbourne,Apartment,-476.9448622867486
15066357.99683558,48668.78872092127,42049.44904518413,60689.0593215671,Sydney,Apartment,310.0997692122558
747295.9425033454,-9633.96267947499,-98839.11071509175,-110356.93172157712,Singapore,Apartment,-75.84670429928235
1251080.5044825252,-210364.69418403244,115379.03433169259,138638.93972628438,Sydney,House,-6.169198495985677
,31865.59571827783,46951.758980852625,-153554.2123207106,Brisbane,Apartment,63.815088250241324
1993557.0337246142,-20197.12209861215,175572.56983154902,157304.97252148567,Adelaide,House,-100.93677316142188
15364919.580409119,43695.98253606962,-137721.75007542374,-56473.40041709423,Adelaide,House,348.83462423695863
2022464.0554854346,-75329.15001583629,104895.71264165636,165543.71130882952,Melbourne,House,-26.292253216527417
2123883.0188390575,-90156.82897360006,-154871.0525053475,25800.59812211809,Sydney,House,-22.401111140386035
930011.1390760497,26267.376582390712,-55010.51538454201,-67160.33679380515,Adelaide,Apartment,36.14380810547866
2832931.197727804,-30621.237585121457,33156.343140356395,97555.51271223591,Brisbane,House,-95.23058104923324
14811677.650874196,-64602.39344068982,-8303.796979036086,-144960.521969853,Melbourne,House,-229.8730168275391
707224.8970690958,141372.0555415429,-7949.13912457152,45240.179624973425,Perth,House,4.968605308712268
1167969.656634492,-72646.16216803428,31972.467078295544,165365.7268492285,Melbourne,House,-16.00654703661406
1352683.4002949332,144930.56993918066,56830.32051286461,-104961.54989099411,Sydney,Apartment,8.629125652755043
1298251.0838902597,81279.864559171,-99366.26748348534,42023.15428949916,Brisbane,House,15.569631732111196
849744.6526838802,74362.74910718923,7558.363890159279,-160193.58118971685,Brisbane,House,11.618672834321156
768635.4248126235,-25804.66775839172,73896.0480887503,61539.74840130534,Brisbane,House,-29.115297544308852
14897646.930059379,132530.4032273012,142000.30045136373,-60038.356573870515,Adelaide,House,112.69159628642285
1282050.1924966285,251355.65515844236,-183987.7744505753,-3224.0611049470326,Melbourne,Apartment,4.9120478191836
2900633.205213572,54636.0192379935,-66232.37589458466,57060.86685931593,Melbourne,House,51.85332883691814
1190854.736253153,-23866.5174530213,808.018469472816,-32557.1052148504,Melbourne,House,-51.35730001028813
718081.2357425896,58079.149960108836,11973.036841415325,-97303.89408815555,Melbourne,House,12.02615767555892
790137.9956450438,134195.04460231445,-187502.24696457447,11505.607914741717,Singapore,Apartment,5.4541317319946305
15051123.713240165,-252.13152294580615,59919.43895619102,66838.04887180809,Adelaide,Apartment,-59412.84402516007
1986967.5360991906,119974.6923645228,-137142.3697230466,-70941.10024275466,Perth,Apartment,17.024832096406495
1250055.922108576,-33438.694541113626,96050.47962814703,46252.3624066854,Adelaide,Apartment,-35.101072696640436
1031803.507939934,47669.82328799528,-2482.6958745143916,81778.6299200287,Brisbane,Apartment,21.157820336144432
2990766.049405429,-195667.01238797756,-132788.60488984306,19687.123586912352,Adelaide,House,-15.438914933246505
1055402.240974173,-45688.426286894,107888.08334312956,-3848.846950070721,Sydney,Apartment,-23.384319749534942
824408.5881317814,-4989.372358848625,-177288.24682068813,126195.15007139917,Singapore,House,-162.86718381242207
967142.8103983018,18860.91231563581,-44623.36145505283,19410.999289830757,Brisbane,House,50.94078350468516
1114432.0727966225,-159559.9169595432,-32681.731760977083,-21341.677935043805,Singapore,House,-6.941239439495387
727133.9524591485,160884.55760199926,49112.49516382514,73490.77860498175,Brisbane,House,4.19636848585433
14698268.770410448,737.5506597160999,32822.11728430852,92431.01395378297,Brisbane,Apartment,19980.221062741235
2883446.3791751456,-105471.09289558999,82284.4912103189,-122083.36499710222,Singapore,Apartment,-28.431015505781186
1157062.230625916,-147492.49275319013,-73917.14074590361,119193.93344135727,Adelaide,House,-7.391990926123335
859135.7455167923,-30717.212346863937,22233.377163371275,-47872.86216634771,Adelaide,Apartment,-27.885029656482406
1001882.1908053558,-70117.64251258875,-3478.84904969617,177082.063563551,Sydney,House,-14.47463571591629
709137.542864758,87445.73282801447,,-9915.58637793829,Adelaide,House,8.827984341456617
3057536.7659796476,191241.66404701304,-139826.75738191413,56297.92366905708,Brisbane,Apartment,16.17125520301321
14816287.858327582,89659.73382993093,-121077.19292807812,73080.41190665244,Brisbane,House,165.1018688758048
1166289.433180347,-63628.27265284942,-81517.56283161213,-106619.49318992252,Sydney,House,-17.55201676373878
,,17889.471681047562,122925.47842970505,Singapore,House,-27.789589237501353
879389.5937828567,12400.981464536144,256028.45382687947,-9603.989972464988,Sydney,House,67.9330277031209
15258513.738395471,138545.40786904865,-129186.26951056186,68974.78052451943,Brisbane,House,109.53057646460371
3019135.350179614,-75073.61643574896,-88921.44296255233,-81580.02849654383,Sydney,House,-39.6339130797866
727481.087002623,177375.15966697442,166140.921454787,-45706.625658627185,Melbourne,House,3.9309253381591596
14791506.01385362,101151.36898369221,-68422.9825760004,79066.55991627686,Brisbane,House,146.44731113082779
2106599.725202061,-125242.26680022925,18496.04747810833,93794.5537510655,Sydney,House,-16.773445985853673
14990345.73071828,-68654.10523162594,-91579.19154812425,-83178.22082304447,Singapore,Apartment,-217.34495531037263
941081.9665205302,-141171.44969049803,-11102.606134870031,-90388.76414647898,Melbourne,House,-6.49519491663423
3026392.8328157174,-2969.474809409311,-206714.21000398765,-8911.00395127884,Adelaide,Apartment,-1023.2134434231256
1287274.2011921562,105936.8305378225,87239.70000729778,-31504.67311941086,Perth,Apartment,12.477430790262297
1334475.7862005017,170517.26099180378,-163782.90574360167,-178633.54653546866,Brisbane,House,7.621270385422555
2061343.7750531149,-212472.74203514954,-9884.4300241269,-60279.06557839616,Perth,Apartment,-9.811503619493834
3077585.6567803654,-85415.75564162826,-107059.24980611123,48248.24152431853,Adelaide,Apartment,-35.85482223708066
2912970.3942789496,62584.993234749876,-106732.04293825944,-14236.94850212935,Brisbane,Apartment,47.215687022098074
942017.4995212756,111070.35805829077,82068.21811973643,50729.403110729785,Perth,Apartment,8.634756381769332
1977055.1683442928,42210.99720241182,-86363.29605897662,127949.49316577511,Melbourne,Apartment,47.15724006733641
2984364.9527705824,36011.25715117464,147819.4044741516,-51826.02182736474,Perth,House,82.69727431937513
948661.8910007211,-89260.73022195039,-18667.164416135904,-43971.105827417494,Melbourne,House,-11.489661915236601
3014692.802729549,15339.378647620762,34205.59757771594,187618.08392158864,Melbourne,House,190.6261525331194
